,model,task,split,commit,dataset_sample_dataset_id,dataset_sample_sample_id,score,error
215,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,215,1.0,
216,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,216,0.0,
217,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,217,0.0,
218,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,218,0.0,
219,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,219,1.0,
220,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,220,1.0,
221,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,221,1.0,
222,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,222,1.0,
223,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,223,1.0,
224,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,224,1.0,
225,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,225,1.0,
226,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,226,0.0,
227,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,227,1.0,
228,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,228,1.0,
229,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,229,0.0,
230,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,230,1.0,
231,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,231,1.0,
232,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,232,1.0,
233,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,233,1.0,
234,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,234,1.0,
235,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,235,1.0,
236,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,236,1.0,
237,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,237,1.0,
238,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,238,1.0,
239,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,239,0.0,
240,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,240,1.0,
241,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,241,0.0,
242,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,242,1.0,
243,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,243,1.0,
244,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,244,1.0,
245,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,245,1.0,
246,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,246,1.0,
247,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,247,1.0,
248,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,248,1.0,
249,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,249,1.0,
250,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,250,1.0,
251,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,251,1.0,
252,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,252,1.0,
253,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,253,1.0,
254,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,254,1.0,
255,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,255,1.0,
256,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,256,1.0,
257,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,257,1.0,
258,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,258,1.0,
259,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,259,0.0,
260,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,260,1.0,
261,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,261,1.0,
262,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,262,1.0,
263,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,263,1.0,
264,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,264,1.0,
265,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,265,1.0,
266,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,266,1.0,
267,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,267,0.0,
268,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,268,1.0,
269,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,269,1.0,
270,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,270,1.0,
271,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,271,1.0,
272,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,272,1.0,
273,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,273,1.0,
274,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,274,0.0,
275,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,275,1.0,
276,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,276,1.0,
277,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,277,0.0,
278,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,278,1.0,
279,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,279,1.0,
280,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,280,1.0,
281,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,281,0.0,
282,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,282,0.0,
283,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,283,1.0,
284,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,284,0.0,
285,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,285,1.0,
286,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,286,1.0,
287,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,287,1.0,
288,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,288,1.0,
289,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,289,1.0,
290,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,290,1.0,
291,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,291,1.0,
292,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,292,1.0,
293,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,293,1.0,
294,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,294,1.0,
295,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,295,0.0,
296,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,296,1.0,
297,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,297,1.0,
298,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,298,1.0,
299,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,299,1.0,
300,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,300,1.0,
301,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,301,1.0,
302,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,302,1.0,
303,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,303,1.0,
304,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,304,1.0,
305,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,305,1.0,
306,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,306,1.0,
307,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,307,0.0,
308,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,308,1.0,
309,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,309,1.0,
310,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,310,0.0,
311,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,311,0.0,
312,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,312,1.0,
313,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,313,1.0,
314,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,314,0.0,
315,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,315,1.0,
316,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,316,1.0,
317,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,317,0.0,
318,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,318,1.0,
319,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,319,1.0,
320,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,320,1.0,
321,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,321,1.0,
322,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,322,1.0,
323,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,323,1.0,
324,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,324,1.0,
325,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,325,1.0,
326,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,326,1.0,
327,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,327,1.0,
328,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,328,1.0,
329,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,329,1.0,
330,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,330,1.0,
331,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,331,1.0,
332,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,332,0.0,
333,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,333,0.0,
334,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,334,1.0,
335,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,335,0.0,
336,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,336,1.0,
337,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,337,0.0,
338,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,338,1.0,
339,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,339,1.0,
340,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,340,1.0,
341,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,341,0.0,
342,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,342,1.0,
343,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,343,1.0,
344,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,344,1.0,
345,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,345,1.0,
346,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,346,0.0,
347,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,347,1.0,
348,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,348,1.0,
349,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,349,1.0,
350,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,350,1.0,
351,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,351,0.0,
352,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,352,0.0,
353,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,353,1.0,
354,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,354,1.0,
355,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,355,0.0,
356,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,356,1.0,
357,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,357,1.0,
358,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,358,1.0,
359,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,359,1.0,
360,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,360,1.0,
361,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,361,0.0,
362,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,362,1.0,
363,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,363,1.0,
364,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,364,0.0,
365,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,365,1.0,
366,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,366,1.0,
367,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,367,1.0,
368,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,368,1.0,
369,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,369,1.0,
370,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,370,0.0,
371,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,371,1.0,
372,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,372,0.0,
373,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,373,1.0,
374,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,374,1.0,
375,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,375,0.0,
376,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,376,1.0,
377,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,377,0.0,
378,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,378,0.0,
379,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,379,0.0,
380,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,380,1.0,
381,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,381,0.0,
382,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,382,0.0,
383,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,383,1.0,
384,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,384,1.0,
385,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,385,1.0,
386,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,386,1.0,
387,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,387,1.0,
388,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,388,1.0,
389,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,389,1.0,
390,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,390,1.0,
391,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,391,1.0,
392,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,392,0.0,
393,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,393,0.0,
394,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,394,0.0,
395,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,395,1.0,
396,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,396,1.0,
397,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,397,1.0,
398,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,398,1.0,
399,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,399,1.0,
400,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,400,1.0,
401,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,401,0.0,
402,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,402,1.0,
403,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,403,1.0,
404,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,404,1.0,
405,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,405,1.0,
406,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,406,0.0,
407,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,407,1.0,
408,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,408,1.0,
409,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,409,0.0,
410,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,410,1.0,
411,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,411,1.0,
412,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,412,1.0,
413,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,413,1.0,
414,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,414,0.0,
415,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,415,1.0,
416,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,416,0.0,
417,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,417,1.0,
418,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,418,1.0,
419,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,419,1.0,
420,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,420,1.0,
421,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,421,1.0,
422,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,422,0.0,
423,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,423,1.0,
424,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,424,1.0,
425,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,425,0.0,
426,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,426,1.0,
427,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,427,1.0,
428,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,428,0.0,
429,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,429,1.0,
430,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,430,1.0,
431,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,431,1.0,
432,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,432,0.0,
433,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,433,1.0,
434,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,434,0.0,
435,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,435,1.0,
436,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,436,1.0,
437,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,437,1.0,
438,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,438,1.0,
439,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,439,1.0,
440,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,440,1.0,
441,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,441,1.0,
442,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,442,1.0,
443,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,443,1.0,
444,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,444,1.0,
445,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,445,0.0,
446,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,446,1.0,
447,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,447,1.0,
448,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,448,1.0,
449,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,449,1.0,
450,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,450,1.0,
